booking_date	checkin_date	country	city	hotel_segment	room_type	nights	num_guests	breakfast_included	price_per_night	total_price
2025-02-16	2025-03-31	Italy	Milan	Business	Suite	11	3	1.0	208.39	2292.27
2024-06-18	2024-08-06	UK	 Manchester	Leisure	Family	13	1	1.0	181.86	2364.16
2024-07-06	2024-07-12	italy 	Milan	Leisure	Suite	11	4	0.0	175.15	1926.6
2024-12-02	2025-01-28	Spain	Barcelona	Leisure	Deluxe	10	2	1.0	130.85	1308.48
2025-02-11	2025-03-06	Spain	Barcelona	Business 	Standard	2	1	1.0	127.65	255.3
2025-03-03	2025-04-23	Ireland	cork	Business	Family	13	1	0.0	196.41	2553.31
2024-09-14	2024-11-05	Spain	 Valencia	Leisure	Standard	6	1	0.0	65.87	395.19
2025-01-10	2025-01-12	Spain	Barcelona	Leisure	Deluxe	8	4	1.0	141.19	1129.56
2025-04-01	2025-04-30	Italy	Milan	Leisure	Suite	14	3	1.0	226.15	3166.12
2025-03-01	2025-03-05	Ireland	Galway	Leisure	Family	5	2	0.0	165.27	826.34
2024-08-15	2024-08-29	Ireland	Dublin	Business	Family	2	2	1.0	184.35	368.7
2025-02-12	2025-03-06	Ireland	Dublin	Business	Standard	3	4	1.0	102.68	308.05
2024-06-04	2024-06-26	Spain	BARCELONA	leisure	Suite	14	4	1.0	218.46	3058.4
2025-04-19	2025-04-30	Italy	Milan	Tour Group	Deluxe	11	2	0.0	161.95	1781.47
2024-12-30	2025-02-12	UK 	London	Business	Deluxe	8	4	0.0	125.87	1006.96
2024-12-14	2024-12-14	Spain	Madrid	Leisure	Family	6	3	0.0	184.91	1109.44
2024-11-22	2024-12-27	Ireland 	Dublin	Conference	Standard	11	1	1.0	133.78	1471.61
2025-02-18	2025-03-08	UK	Manchester	CONFERENCE	Standard	4	3	0.0	105.77	423.09
2024-09-14	2024-10-03	Italy	 Milan	Conf	Standard	10	3	1.0	126.96	1269.6
2025-04-13	2025-04-29	Spain	Valencia	Business	Family	11	2	0.0	264.6	2910.56
2024-07-15	2024-07-24	Spain	Madrid	Leisure	Deluxe	2	1	1.0	158.99	317.98
2024-08-25	2024-08-30	Spain	Barcelona	business	standard	9	4	1.0	106.54	958.86
2024-06-29	2024-08-23	Italy	Rome	Business	Deluxe	13	2	0.0	132.76	1725.88
2025-01-13	2025-02-26	Italy	Milan	Business	Suite	1	4	0.0	226.04	226.04
2024-11-29	2024-12-28	Ireland	Galway		Standard	11	1	1.0	117.23	1289.58
2025-01-13	2025-01-26	Germany	Berlin	Leisure	 Suite	1	3	0.0	204.27	204.27
2024-05-15	2024-06-24	Spain	Valencia	Leisure	Family	7	1	1.0	178.49	1249.4
2024-11-17	2024-11-27	UK	London	CONFERENCE	Deluxe	9	1	1.0	231.37	2082.35
2024-10-20	2024-10-22	Italy	Rome	Biz	Deluxe 	5	1	1.0	175.47	877.34
2024-10-12	2024-11-20	UK	Edinburgh	Biz	Family	5	1	1.0	164.33	821.67
2024-07-16	2024-08-30	UK	Manchester	Leisure	Suite	6	4		198.91	1193.47
2025-01-19	2025-03-10	Germany	Berlin	Business	 Suite	5	2	1.0	272.82	1364.12
2024-06-04	2024-06-22	Spain	Barcelona	Leisure	Standard	7	1	0.0	92.93	650.5
2024-07-13	2024-07-21	UK	Manchester	 Conference 	Deluxe	9	1	1.0	102.6	923.41
2025-04-03	2025-04-29	Ireland	Galway	Business	Standard	10	1	1.0	85.61	856.12
2025-04-15	2025-04-25	Germany	Berlin	Conference	Suite	6	1		275.8	1654.81
2024-08-19	2024-08-26	Germany	Berlin	Tour Group	Deluxe	4	3	1.0	140.5	561.99
2024-08-07	2024-08-25	Germany	Munich	LEISURE	Suite	9	2	1.0	250.99	2258.89
2024-12-11	2025-01-11	UK	London	Leisure	STANDARD	12	3	1.0	77.09	925.11
2024-11-05	2024-11-16	GERMANY 	MUNICH	Business	Standard	14	1	1.0	127.34	1782.75
2024-05-01	2024-06-08	Ireland	Dublin	leisure	Deluxe	14	1	0.0	173.01	2422.15
2024-07-27	2024-09-16	Ireland	Cork	Leisure	Standard	5	1	1.0	109.23	546.17
2024-06-21	2024-07-05	Italy	Rome	Tour Group	Family	6	2	1.0	246.83	1481.0
2024-05-16	2024-06-10	UK	London	Business	Deluxe	3	3	1.0	120.24	360.73
2025-03-19	2025-04-21	Germany	Berlin	Leisure	Standard	11	2	0.0	90.6	996.6
2025-01-07	2025-01-07	Italy	Milan	Business	Suite	11	2	1.0	252.23	2774.55
2025-01-12	2025-02-04	Germany	MUNICH	Leisure	Suite	9	4	1.0	196.45	1768.09
2025-03-22	2025-04-10	GERMANY 	Munich	Tour Group	Standard	4	2	0.0	91.41	365.65
2024-11-19	2024-12-06	UK	Edinburgh	LEISURE	Standard	8	1	0.0	99.25	793.99
2024-07-18	2024-07-25	Germany	Hamburg	leisure	suite	7	2	0.0	221.84	1552.85
2024-05-16	2024-06-24	Germany	Berlin	Biz	Suite	2	4	0.0	273.26	546.51
2024-06-06	2024-07-16	Germany	BERLIN	Leisure	Standard	14	4	0.0	96.83	1355.57
2024-06-29	2024-07-13	Germany	 Munich	Business	Family	9	1	1.0	232.44	2091.93
2024-08-16	2024-09-02	Germany	Munich	business	Deluxe	7	4	1.0	174.28	1219.99
2024-05-29	2024-07-06	Italy	Rome	Business	 Suite 	7	3	1.0	210.24	1471.65
2025-04-08	2025-04-14	Spain	Barcelona	Business	Deluxe	12	1	0.0	147.68	1772.13
2024-09-26	2024-11-23	Italy	Milan	Tour Group	Suite	1	4	0.0	186.55	186.55
2024-09-17	2024-11-11	Italy	Rome	 Business 	deluxe	3	4	0.0	181.58	544.74
2024-10-06	2024-10-13	Spain	Madrid	Business	Family	5	1	1.0	188.11	940.54
2024-08-23	2024-09-22	ireland	Cork	Leisure	Suite	4	2	1.0	252.05	1008.21
2024-05-21	2024-07-04	Ireland	Dublin	Leisure	Deluxe	4	4	0.0	106.8	427.21
2024-10-18	2024-10-29	Ireland	Cork	Business	Deluxe	10	4	1.0	216.04	2160.38
2024-06-09	2024-07-15	Germany	Munich	Leisure	Suite	4	4	1.0	243.27	973.06
2025-01-20	2025-01-29	Italy	Rome	Business	Standard	5	1	0.0	114.18	570.88
2024-09-12	2024-09-23	Italy	Rome	Business	Family	5	3	1.0	246.31	1231.53
2025-04-22	2025-04-30	Ireland	Dublin	Conference 	suite	5	3	0.0	187.77	938.86
2024-11-26	2024-12-21	UK	london	Tour Group	Standard	7	1	0.0	78.98	552.84
2024-05-28	2024-06-17	Germany	Berlin	Business	Family	9	2	1.0	235.1	2115.92
2024-08-27	2024-09-03	Italy	Florence	Business	Family	11	4	1.0	169.28	1862.04
2025-01-17	2025-01-31	Germany	 Berlin	Business	Standard	4	1	0.0	125.45	501.82
2024-12-14	2025-01-12	Germany 	MUNICH	Leisure	Deluxe	11	3	1.0	138.65	1525.11
2024-08-02	2024-08-08	Germany	Hamburg	Leisure	Deluxe	12	3	1.0	231.88	2782.6
2025-01-08	2025-02-14	UK	London	Business	Standard	10	2	1.0	117.99	1179.91
2024-07-18	2024-07-31	UK	manchester	Conference	Suite	7	2	1.0	289.39	2025.7
2025-03-30	2025-04-19	Spain	Madrid	Leisure	Family	10	3	1.0	199.46	1994.58
2024-05-28	2024-07-03	Germany	MUNICH	Business	SUITE	6	1	1.0	266.31	1597.84
2025-03-09	2025-04-19	Spain	Valencia	Business	Family	3	4	1.0	157.8	473.39
2024-12-19	2025-01-26	Italy	Florence	Conference	Deluxe	7	3	1.0	113.59	795.11
2024-05-01	2024-05-30	UK	Edinburgh	Leisure	Family	1	2	1.0	125.76	125.76
2024-06-01	2024-06-10	Ireland	Cork	BUSINESS	Suite	8	1	1.0	221.87	1774.97
2024-05-10	2024-06-04	Italy	Milan	Leisure	FAMILY	7	2	1.0	205.67	1439.69
2024-12-14	2025-01-04	Spain	Valencia	Conference	Deluxe	5	1	1.0	116.86	584.28
2025-03-10	2025-03-21	 UK 	Edinburgh	Business	Deluxe	1	4	1.0	176.32	176.32
2025-03-17	2025-04-30	UK	Manchester	 Leisure	suite 	8	2	1.0	248.33	1986.64
2024-07-13	2024-08-26	Germany	Munich	Leisure	 Deluxe	4	2	1.0	182.75	730.99
2024-06-11	2024-07-30	Ireland	Galway	Biz	standard	8	2	0.0	84.4	675.23
2025-02-17	2025-02-20	Italy	Milan	Leisure	Deluxe 	3	3	1.0	146.59	439.77
2025-04-15	2025-04-30	Ireland	Galway	conference	DELUXE	5	1	1.0	146.9	734.49
2025-04-01	2025-04-30	Spain	VALENCIA	Leisure	Suite	2	4	1.0	212.22	424.45
2024-12-16	2025-01-24	Spain	valencia	leisure	FAMILY	4	4	1.0	172.5	689.99
2024-05-26	2024-06-13	UK	London	business	Deluxe	3	3	1.0	181.93	545.79
2024-05-22	2024-07-11	Italy	Rome	Business	Deluxe	3	1	1.0	164.88	494.63
2024-05-23	2024-06-14	UK	Edinburgh	leisure	suite	4	3	0.0	141.57	566.28
2025-04-10	2025-04-30	Ireland	Galway	Leisure	delux	3	2	1.0	185.8	557.41
2024-07-25	2024-07-29	Ireland	Cork	Leisure	Standard	7	1	1.0	73.92	517.44
2024-11-22	2024-12-22	 UK 	Manchester	Tour Group	Deluxe	11	3	1.0	114.96	1264.59
2024-11-07	2024-12-18	germany	Berlin	Conference	 Deluxe 	9	4		151.59	1364.35
2024-12-04	2024-12-06	Ireland	Dublin	Leisure	Family	7	1	0.0	150.78	1055.46
2025-03-13	2025-03-17	Italy	Rome	Leisure Stay	Standard	3	3	1.0	145.95	437.85
2025-01-27	2025-03-09	Ireland	 Galway	Tour Group	Std	9	3	0.0	105.31	947.78
2025-04-17	2025-04-29	Italy 	Milan	business	STANDARD	10	2	1.0	103.53	1035.32
2025-03-30	2025-04-06	 Ireland 	Galway	Leisure	Deluxe	10	4	1.0	163.49	1634.94
2025-02-13	2025-02-28	Spain	Madrid	Conference	Family	4	1	1.0	190.66	762.65
2025-03-14	2025-03-17	 Ireland 	GALWAY	Business	 Standard	4	2	0.0	79.98	319.92
2024-06-26	2024-08-18	italy	Milan	Business	Family	2	3	1.0	132.17	264.34
2025-04-05	2025-04-30	UK	edinburgh	Leisure	Deluxe	8	1	0.0	129.21	1033.71
2024-12-17	2025-01-02	Ireland	Galway	 Leisure	Suite	13	1	1.0	292.53	3802.95
2024-07-12	2024-08-14	spain 	Valencia	Business	Suite	6	3	0.0	128.04	768.21
2024-12-20	2025-02-04	Ireland	Dublin	Tour Group	Deluxe	13	2	0.0	102.62	1334.09
2024-06-11	2024-07-24	UK	Edinburgh	Business	Deluxe	5	4	1.0	196.72	983.61
2024-12-09	2025-01-21	Germany	Berlin	Leisure	Family	7	4	0.0	179.31	1255.18
2024-05-01	2024-05-30	UK	London	Leisure	Suite	14	1	0.0	180.26	2523.58
2024-08-30	2024-10-11	Italy	 Rome	 Leisure 	Family	6	3	1.0	174.62	1047.72
2024-07-22	2024-08-13	Spain	Valencia	Business	Family	13	2	0.0	214.49	2788.33
2024-07-31	2024-09-07	UK	Manchester	Conference	 Deluxe 	4	2	1.0	162.19	648.78
2025-03-13	2025-04-15	Ireland	Dublin	Business	Standard	10	2	0.0	72.62	726.18
2024-05-23	2024-06-28	Germany	Munich	Leisure	Standard	11	3	1.0	87.94	967.35
2024-08-18	2024-10-05	Germany	Hamburg	Tour Group	Suite	9	3	1.0	309.9	2789.14
2025-01-27	2025-03-22	UK	Edinburgh	Leisure	family	5	1	1.0	213.7	1068.5
2024-11-04	2024-12-04	UK	London	Business	Family	1	3	1.0	184.92	184.92
2024-07-24	2024-08-31	Ireland	Cork	Leisure	Suite	7	2	1.0	150.68	1054.76
2025-04-13	2025-04-30	Ireland	Cork	Business	 Family	14	4	0.0	165.03	2310.37
2024-09-25	2024-09-29	Spain	BARCELONA	Leisure	Suite	12	2	1.0	182.46	2189.5
2024-09-29	2024-11-27	Germany	Munich	Business	Standard	10	3	1.0	93.46	934.57
2024-05-29	2024-07-02	Ireland	Galway	Business	standard	2	1	0.0	107.87	215.74
2024-12-06	2025-01-12	Ireland	Dublin	 Leisure 	Suite	12	3	1.0	240.22	2882.68
2024-11-14	2024-12-02	UK	Manchester		Family	14	2	0.0	167.05	2338.75
2025-04-24	2025-04-30	Italy	Rome	Business	Suite	6	3	1.0	251.11	1506.67
2024-10-21	2024-11-27	Ireland	Cork	Conference	Deluxe	6	3	1.0	103.03	618.18
2024-11-09	2024-11-18	Germany	Berlin	Leisure	Family	13	1	1.0	167.29	2174.83
2025-01-28	2025-03-27	Italy	Milan	Conference	Standard	3	4	1.0	55.91	167.72
2024-06-02	2024-07-18	Ireland	Cork	Business	Deluxe	1	2	1.0	210.9	210.9
2024-06-05	2024-06-18	Italy	Milan 	Leisure	Deluxe	5	2	0.0	158.77	793.83
2025-03-25	2025-04-30	Italy	Milan	LEISURE	Deluxe	8	3		157.51	1260.05
2024-07-04	2024-08-24	Spain	Madrid	Business	Family	1	2	1.0	146.79	146.79
2025-02-23	2025-03-28	UK	Manchester	Leisure	SUITE	12	4	0.0	214.32	2571.87
2024-07-19	2024-08-22	Italy	Rome	Leisure	Suite	1	2	0.0	187.66	187.66
2024-11-14	2024-12-10	Spain 	Barcelona	Conference	Family	1	4	1.0	180.84	180.84
2025-01-17	2025-03-03	Ireland	Cork	Leisure	Suite	14	4	1.0	241.6	3382.35
2025-01-20	2025-02-21	Italy	Rome		 Deluxe 	6	3	1.0	145.18	871.08
2024-10-16	2024-11-16	UK	Edinburgh	Leisure	Suite	3	2	0.0	186.18	558.54
2024-12-01	2024-12-05	UK	London	business	Standard	2	1	1.0	102.74	205.48
2024-06-22	2024-07-02	Germany	MUNICH	 Conference 	Standard	5	3	0.0	106.52	532.61
2024-07-04	2024-08-04	Germany	hamburg	Business	Deluxe	3	4	1.0	116.44	349.32
2025-03-26	2025-04-30	Italy	Rome	Leisure	Standard	12	4	0.0	86.34	1036.03
2024-10-28	2024-11-25	Germany	Hamburg	Tour Group	Suite	12	3	1.0	148.71	1784.57
2024-08-09	2024-09-13	Germany	Munich	Business	Suite	2	1	1.0	225.3	450.6
2025-01-19	2025-02-18	Germany	Hamburg	Business	Family	9	2	0.0	155.59	1400.28
2024-06-18	2024-08-05	Germany	 Hamburg	Conference	Standard	12	3	1.0	62.23	746.73
2024-08-28	2024-10-21	Ireland	Galway		Std	4	4	1.0	78.24	312.98
2024-11-16	2024-12-31	uk	London	Business	Family	14	3	1.0	162.23	2271.18
2024-06-10	2024-06-22	Italy	Milan	Leisure	Family 	4	3	1.0	157.36	629.45
2024-06-27	2024-06-30	Italy 	Milan	Business	Family	1	1	1.0	207.65	207.65
2024-08-22	2024-10-06	IRELAND	Cork	Conference	Standard	6	3	0.0	104.22	625.31
2024-08-20	2024-10-12	Germany	MUNICH	Business	Deluxe	14	2	1.0	180.04	2520.58
2024-08-19	2024-09-11	Germany	Berlin	Business	Suite	14	1	1.0	223.75	3132.55
2024-12-29	2025-02-22	Germany	Munich	Leisure	Standard	9	3	0.0	119.33	1073.99
2025-02-11	2025-02-17	UK	manchester	Conference	Deluxe	11	1	1.0	226.12	2487.31
2025-03-11	2025-04-02	ireland 	galway	Business	Suite	5	3	1.0	242.94	1214.7
2024-11-13	2024-12-09	Germany	Berlin	Leisure	Standard	4	1	1.0	110.29	441.16
2024-08-29	2024-10-23	Italy	Florence	Business	Deluxe	1	1	0.0	154.42	154.42
2024-12-01	2024-12-04	Italy	Rome	Leisure	Suite	3	4	0.0	200.98	602.95
2024-11-22	2024-12-12	Germany	 berlin 	Conference	Family	6	4	1.0	165.81	994.88
2024-11-12	2024-12-31	GERMANY	Hamburg	Leisure	Suite	1	3	1.0	267.61	267.61
2025-02-25	2025-03-07	Spain	Valencia	Conference	 Standard 	4	1	1.0	132.25	529.02
2024-07-21	2024-09-03	Ireland	Dublin	Business	DELUXE	9	4	1.0	160.45	1444.06
2025-02-27	2025-04-23	Italy	Rome	Leisure	standard	5	4	1.0	120.03	600.17
2024-05-26	2024-07-05	Italy	Rome	Leisure	SUITE	14	3	1.0	165.26	2313.59
2024-07-04	2024-08-05	Spain	Valencia	Business	Family	6	4	1.0	232.85	1397.1
2024-05-21	2024-07-16	Ireland	Galway	Business	Deluxe	2	4	1.0	174.3	348.61
2024-07-20	2024-08-31	UK	Manchester	Tour Group	Deluxe	6	1	1.0	187.53	1125.15
2025-04-29	2025-04-30	 Spain 	Madrid	Tour Group	Deluxe	7	3	1.0	122.64	858.47
2024-08-04	2024-09-06	Ireland	Dublin	Leisure	Standard	3	3	1.0	100.55	301.64
2024-07-26	2024-08-08	Spain	Madrid	Tour Group	Standard	4	4	0.0	120.35	481.4
2024-09-01	2024-09-08	 Spain	Madrid		Family	13	1	1.0	222.41	2891.34
2025-04-05	2025-04-21	Italy	Florence	Conference	Family	2	4	1.0	142.13	284.27
2025-03-05	2025-03-14	Italy	Rome	Business 	Standard	5	1	0.0	110.1	550.51
2024-09-13	2024-11-10	Germany	Munich	Leisure	Family	10	3	1.0	144.9	1448.95
2024-07-15	2024-09-10	UK	London	Conference	 Family 	5	4	1.0	217.65	1088.25
2024-09-02	2024-10-02	 Germany	Hamburg	Leisure	 Suite 	6	4	0.0	230.22	1381.31
2024-07-10	2024-07-27	Spain	Barcelona	Business	Standard	4	3	0.0	115.13	460.53
2024-07-22	2024-07-29	Spain	Valencia	Leisure	Standard	10	2	0.0	111.36	1113.56
2024-12-30	2024-12-31	Italy	Rome	Conference	Suite 	12	2	0.0	223.82	2685.84
2024-08-28	2024-09-11	Spain	Barcelona	Business	Standard	6	1	1.0	131.87	791.23
2025-04-28	2025-04-30	UK	Edinburgh	Leisure	Family	6	2	0.0	183.29	1099.75
2025-01-09	2025-01-27	Spain	Madrid	Leisure	Family	11	4	0.0	96.83	1065.17
2025-04-19	2025-04-30	Spain	Madrid	Leisure	Suite	8	4	1.0	158.27	1266.14
2024-06-24	2024-08-13	Spain	Madrid	Tour Group	Deluxe	2	3	1.0	167.17	334.33
2025-04-02	2025-04-22	germany	Munich	Leisure	Deluxe	2	3	0.0	167.4	334.79
2024-08-28	2024-10-03	Ireland	Dublin	Leisure	Suite	8	2	1.0	189.91	1519.28
2024-06-16	2024-07-07	UK	Manchester	Leisure 	Standard	12	4	0.0	102.87	1234.4
2024-10-04	2024-10-19	Spain	valencia	Business	standard	12	1	1.0	101.71	1220.53
2024-08-01	2024-08-22	UK	London	Leisure	Standard	8	4	1.0	86.11	688.9
2025-03-11	2025-04-02	UK	Edinburgh	Leisure	DELUXE	9	3	1.0	127.08	1143.71
2024-10-12	2024-10-13	Italy	Florence	Leisure	 Deluxe 	11	3	1.0	126.3	1389.35
2024-10-24	2024-11-05	Germany	Hamburg	Conference	Family	13	2	1.0	167.77	2181.04
2024-05-21	2024-06-02	 Germany	Hamburg	Leisure	Deluxe 	14	1	0.0	173.35	2426.96
2024-10-19	2024-12-17	Italy	Milan	Tour Group	Family	2	1	0.0	124.36	248.71
2024-12-28	2025-02-01	UK	edinburgh	Conference	 Standard	2	4	1.0	127.75	255.51
2025-04-24	2025-04-30	Italy	Milan	Business	 Standard 	12	2	1.0	124.48	1493.76
2024-07-30	2024-08-07	Spain	Barcelona	Tour Group	Suite	5	3		170.51	852.56
2024-09-17	2024-11-01	Ireland	Cork	 Business 	Standard	12	4	1.0	124.9	1498.83
2025-03-03	2025-04-23	Italy	florence	Business	Suite	3	1	0.0	224.0	672.0
2024-12-14	2024-12-24	Italy	Milan	CONFERENCE	Standard	1	4	1.0	107.03	107.03
2025-04-04	2025-04-15	SPAIN	Barcelona	Leisure	Suite	3	1	1.0	245.31	735.94
2024-12-22	2025-01-24	Italy	Florence	Business	Suite	13	4	0.0	166.19	2160.44
2025-03-08	2025-04-04	Italy	Rome	BUSINESS	suite	8	3	1.0	234.83	1878.65
2024-09-23	2024-09-30	Ireland	Dublin	Leisure	DELUXE 	6	1	1.0	161.15	966.89
2024-06-21	2024-08-12	Spain	Barcelona	Leisure	Family	8	1	1.0	221.29	1770.32
2024-06-12	2024-06-30	Uk	 Manchester	TOUR GROUP	Standard	5	3	0.0	93.35	466.77
2024-05-24	2024-06-12	Spain	Madrid		Suite	8	1	0.0	235.36	1882.9
2025-03-16	2025-04-13	IRELAND	Cork		Standard	6	1	1.0	101.05	606.28
2024-05-04	2024-06-07	UK	Manchester	Conference	Standard	6	4	0.0	135.03	810.19
2024-07-20	2024-07-25	Spain	valencia	Leisure	STANDARD	4	3		108.6	434.39
2025-03-01	2025-04-13	Germany	Munich	Leisure	Deluxe	6	2	1.0	155.36	932.17
2025-01-20	2025-02-12	Ireland	Dublin	Leisure	standard	10	4	0.0	72.47	724.7
2024-12-02	2025-01-09	Italy	Rome	Leisure	Family	11	4	1.0	127.94	1407.33
2024-08-27	2024-09-06	Italy	ROME	Leisure	deluxe	7	1	1.0	144.69	1012.81
2024-10-19	2024-11-09	Germany	Hamburg	conference	Family	5	3	1.0	223.2	1116.02
2024-05-21	2024-06-30	Italy	Florence	Conference	Deluxe	1	2	0.0	202.64	202.64
2024-06-30	2024-07-04	Germany	Hamburg	Leisure	STANDARD	6	1	0.0	62.63	375.76
2024-07-13	2024-07-26	UK	Manchester	Tour Group	Family	2	2	0.0	199.06	398.12
2025-03-08	2025-04-02	UK	Edinburgh	Tour Group	Standard	11	4	1.0	54.48	599.33
2024-09-28	2024-11-03	Italy	Milan	Leisure	delux	3	1	1.0	155.96	467.88
2025-03-12	2025-03-21	Germany	Munich	Leisure	suite	1	3	0.0	212.52	212.52
2024-07-10	2024-08-30	Italy	Milan	Leisure	Deluxe	5	4	1.0	130.77	653.87
2025-01-23	2025-03-11	germany	Hamburg	Conference	Family	10	1	1.0	129.28	1292.79
2025-02-01	2025-02-19	Ireland	Cork	Business	Standard	11	2	1.0	70.8	778.79
2024-05-21	2024-06-26	Italy	Milan	Business	Deluxe	12	2	0.0	153.3	1839.64
2024-06-09	2024-07-09	Spain	Madrid	Tour Group	Deluxe	7	3	1.0	127.46	892.22
2025-04-26	2025-04-30	UK	London	Leisure	Family	10	3	1.0	159.36	1593.64
2024-09-14	2024-10-21	Ireland	Dublin	Business	Deluxe	5	4	0.0	146.26	731.31
2024-07-28	2024-09-14	Germany	Hamburg	Leisure Stay	Suite	6	2	1.0	166.58	999.47
2024-12-11	2025-02-05	Germany	Munich	Tour Group	Deluxe	10	2	1.0	197.94	1979.37
2024-11-24	2024-12-03	UK	Edinburgh	Business	Standard	2	1	0.0	76.62	153.24
2024-06-27	2024-08-16	Spain	Madrid		Suite	12	2	0.0	241.02	2892.29
2025-02-02	2025-02-03	UK	London	leisure	Standard	4	4	1.0	79.86	319.45
2024-07-18	2024-08-11	Germany	Berlin	Leisure	Suite	4	2	1.0	250.95	1003.8
2024-07-14	2024-08-02	UK	Manchester	Business	Deluxe	3	1	1.0	153.41	460.23
2025-02-05	2025-03-01	UK	London	LEISURE	Suite	5	1	1.0	212.71	1063.54
2025-02-10	2025-02-24	Spain	Valencia	LEISURE	FAMILY	13	1	1.0	132.12	1717.54
2024-07-20	2024-08-21	Germany	Berlin	Conf	Deluxe	6	2	0.0	152.45	914.71
2024-08-22	2024-08-31	Ireland	Dublin	Tour Group	Suite	8	4	0.0	271.51	2172.11
2024-10-14	2024-10-16	Germany	Hamburg	Business	Deluxe	6	4	0.0	139.4	836.4
2024-12-12	2025-01-22	Italy	Florence	 Leisure 	Family	5	2	0.0	105.29	526.43
2025-03-01	2025-03-02	UK	Manchester 	Leisure	Standard	13	3	0.0	93.96	1221.53
2024-07-29	2024-07-31	Spain	BARCELONA	Business	Suite	12	2	0.0	222.89	2674.68
2025-04-13	2025-04-30	Germany	Berlin	Leisure	Deluxe	4	4	0.0	169.6	678.4
2025-01-26	2025-03-04	 UK 	London	conference	deluxe	5	2	0.0	127.35	636.73
2025-03-01	2025-03-14	Italy	rome	Tour Group	Suite	10	2	0.0	196.88	1968.76
2025-01-07	2025-01-29	Spain	valencia	Business 	Family	1	2	0.0	271.38	271.38
2024-12-13	2025-02-04	Ireland 	dublin	Business	Standard	1	2	1.0	90.61	90.61
2025-04-15	2025-04-30	Italy	Florence	Business	Suite	12	3	0.0	317.4	3808.76
2024-10-04	2024-10-25	Ireland	Galway	Business	Deluxe	10	4	0.0	173.23	1732.27
2025-04-29	2025-04-30	Germany	Hamburg	Leisure	 Standard 	13	3	1.0	104.2	1354.62
2024-07-07	2024-08-12	germany	Berlin 	Tour Group	Deluxe	1	2	0.0	163.27	163.27
2024-08-10	2024-09-10	Italy	florence	Tour Group	Family	5	4	0.0	207.91	1039.57
2024-06-16	2024-08-04	Spain	 Valencia 	Conference	Deluxe	4	1	1.0	123.77	495.07
2025-04-16	2025-04-30	Ireland	Galway	Business 	Family	14	2	0.0	116.75	1634.54
2024-12-20	2025-01-07	Germany	Berlin	Leisure	Standard	2	4	0.0	103.94	207.87
2024-11-14	2024-11-20	Germany	Berlin	Leisure	Standard	14	3	0.0	81.61	1142.48
2024-05-10	2024-06-12	UK	Manchester	Leisure	 Standard	14	2	1.0	51.42	719.91
2025-02-12	2025-03-15	UK	Edinburgh	Business	Suite	3	1	0.0	310.29	930.86
2024-12-02	2025-01-24	Ireland	Galway	Leisure	Standard	14	3	1.0	126.55	1771.75
2025-01-02	2025-01-09	 Italy	Milan	Tour Group	Standard	12	3	0.0	71.49	857.83
2024-12-30	2025-01-15	UK	London	Business	Family	7	1	0.0	182.05	1274.38
2024-07-05	2024-08-13	Italy	Rome		Suite	2	3	0.0	345.78	691.56
2025-01-11	2025-01-20	ITALY	Rome	Leisure	Suite	11	3		203.42	2237.6
2024-07-14	2024-07-17	Italy	Florence	Business	Deluxe	6	2	1.0	192.95	1157.67
2024-06-24	2024-07-14	Ireland	Dublin	Leisure	Deluxe	9	2	1.0	125.81	1132.3
2024-11-16	2025-01-02	Germany	Berlin	Conference	Suite 	5	1	1.0	282.09	1410.47
2025-02-09	2025-04-05	Ireland	Galway	conference	Family	10	3	1.0	149.16	1491.56
2025-01-26	2025-02-16	Italy	Florence	Conference	Family	2	4	0.0	225.41	450.81
2025-04-23	2025-04-30	Germany	Munich	Business	Deluxe	8	4	0.0	210.24	1681.93
2024-07-23	2024-07-25	Germany	Berlin	Leisure	Deluxe 	4	1	0.0	128.72	514.88
2025-01-21	2025-02-27	Ireland	Dublin	Conference	SUITE	10	3	1.0	241.01	2410.06
2025-01-12	2025-02-25	UK	LONDON	Leisure	suite	9	1	0.0	199.3	1793.71
2024-09-12	2024-09-15	Italy	Rome	Conference	Standard	10	2	1.0	111.07	1110.71
2024-05-23	2024-05-26	Germany	Munich	Leisure	Standard	5	4	1.0	81.78	408.89
2025-01-26	2025-03-24	Germany	 Hamburg	Leisure	Suite	3	2	1.0	232.69	698.07
2024-09-05	2024-10-14	Ireland	galway	Tour Group	Standard	12	3	1.0	75.18	902.17
2024-08-27	2024-10-16	 Italy	Rome	 Leisure	Family	7	4	1.0	224.06	1568.44
2025-04-12	2025-04-17	Spain	 Madrid 	Leisure	Suite	5	4	0.0	161.84	809.22
2024-06-24	2024-08-19	UK	edinburgh	Business	Delux	14	1	1.0	131.93	1847.03
2025-04-02	2025-04-14	Italy	Milan	Leisure	Family	8	1	1.0	183.38	1467.02
2024-05-03	2024-06-10	uk	London	Leisure	Deluxe	7	4	1.0	164.94	1154.61
2024-05-14	2024-07-09	 Spain 	Barcelona	business	Delux	1	3	1.0	179.25	179.25
2024-07-10	2024-09-03	UK	Manchester	Business	Family	4	3	1.0	225.16	900.62
2024-11-17	2024-12-23	Germany 	Munich	Leisure	Family	2	1	1.0	181.95	363.91
2024-11-13	2024-12-20	UK	Edinburgh	Tour Group	Standard	4	2	1.0	86.34	345.35
2025-01-21	2025-02-20	Ireland	Galway	Business	SUITE	7	4	1.0	244.42	1710.91
