order_datetime	city	platform	cuisine_type	delivery_distance_km	delivery_time_min	items_count	basket_value	delivery_fee	tip_amount	total_paid
2024-08-14 19:53	Dublin	 UberEats 	Sushi	5.31	32.5	4	71.25	3.66	0.0	74.91
2024-05-25 18:46	Dublin	UberEats	Chinese	3.29	36.4	5	55.23	2.65	5.3	63.18
2024-10-13 20:59	Dublin	JustEat	Pizza	0.53	20.9	3	39.46	2.0	3.13	44.59
2024-12-10 11:14	dublin	inhouse	pizza	2.55	23.0	4	46.18	0.0	5.39	51.57
2025-02-22 14:18	Dublin 	JustEat	Sushi	3.09	26.9	4	84.81	2.55	2.79	90.15
2025-01-19 20:00	Limerick	Deliveroo	CHINESE	2.12	24.5	2	19.26	2.06	0.0	21.32
2024-05-24 13:58	 Dublin	InHouse 	Indian	5.0	44.9	4	49.9	0.0	0.0	49.9
2025-04-12 22:03	Dublin	InHouse	Burgers	3.04	20.8	5	55.96	0.0	0.0	55.96
2024-07-23 13:46	Dublin	InHouse	Chinese	2.41	26.2	2	17.74	0.0	4.72	22.46
2024-11-20 12:55	 Limerick 	UberEats	Indian	3.7	37.5	4	41.3	2.85	0.0	44.15
2025-01-21 17:58	Belfast	UberEats	Pizza	5.05	36.1	3	31.45	3.53	5.52	40.5
2024-09-25 20:02	Cork	UberEats	Thai	2.23	28.3	4	45.2	2.12	3.29	50.61
2024-05-31 18:23	Cork	UberEats	Pizza	3.54	28.0	2	31.34	2.77	3.88	37.99
2024-06-18 18:59	Cork	UBEREATS	Thai	4.19	36.8	2	17.51	3.09	0.0	20.6
2024-12-22 19:41	Cork	JustEat	Burgers	3.26	40.0	1	6.77	2.63	2.55	11.95
2024-09-03 19:45	Dublin	JustEat	Pizza	4.63	30.4	3	49.13	3.32	4.78	57.23
2025-03-26 16:54	Cork	Deliveroo	Indian	1.31	23.3	2	23.09	2.0	1.32	26.41
2024-05-10 18:14	Cork	JustEat	Chinese	3.76	53.2	1	18.08	2.88	0.0	20.96
2024-11-27 12:10	Dublin	UberEats	Pizza	4.2	32.8	3	36.98	3.1		40.08
2025-01-25 16:58	Dublin		Pizza	0.96	23.6	1	16.34	2.0	0.0	18.34
2024-12-26 14:42	Cork	InHouse	Cafe	3.69	33.7	1	11.13	0.0	0.0	11.13
2024-12-14 18:51	Dublin	InHouse	Indian	3.07	30.8	3	48.01	0.0	0.0	48.01
2024-12-13 14:57	Cork	Deliveroo	Cafe	3.56	39.5	1	5.56	2.78	0.0	8.34
2024-06-12 10:04	Galway	Deliveroo	Pizza	5.89	44.5	5	54.68	3.95	2.77	61.4
2024-10-20 11:08	Dublin	Deliveroo	burger	4.02	31.6	4	32.62	3.01	1.05	36.68
2024-12-27 13:16	Dublin	Deliveroo	Chinese	3.18	34.3	4	57.22	2.59	0.0	59.81
2024-05-30 16:03	Dublin	 UberEats	Sushi	3.03	32.8	5	43.78	2.52	0.0	46.3
2024-09-07 10:56	Limerick	JustEat	Sushi	3.27	28.5	4	47.91	2.63	0.0	50.54
2024-10-27 12:09	Dublin	deliveroo 	Burgers 	3.08	41.5	5	49.09	2.54	0.0	51.63
2025-01-09 21:48	Galway	Deliveroo	Indian	0.42	19.3	1	10.79	2.0	1.49	14.28
2024-10-25 12:31	Dublin	UberEats	Indian	3.17	39.7	1	16.69	2.59	0.0	19.28
2024-12-01 10:33	Cork	Ubereats	Indian	0.79	22.4	2	23.14	2.0	0.0	25.14
2025-01-23 16:29	Cork	UberEats	CHINESE	3.4	31.7	3	38.56	2.7	0.0	41.26
2025-04-21 20:10	Dublin	UberEats	Cafe	3.4	30.3	1	7.58	2.7	1.68	11.96
2024-09-16 11:52	Dublin	Ubereats	Indian	2.12	40.6	5	25.31	2.06	2.29	29.66
2024-08-25 11:57	Dublin	JustEat	Chinese 	0.2	18.6	5	57.66	2.0	2.32	61.98
2024-12-28 14:57	Limerick	UberEats	Thai	2.24	31.0	5	62.52	2.12	3.72	68.36
2024-06-10 13:56	Dublin	Deliveroo	Thai	1.92	19.5	3	41.11	2.0	0.0	43.11
2024-05-11 11:12	Cork	InHouse	Burgers	1.42	37.8	1	10.68	0.0	4.0	14.68
2024-05-28 16:46	 Dublin	DELIVEROO	Indian	1.9	14.7	5	60.0	2.0	0.0	62.0
2024-08-14 22:35	 Galway 	INHOUSE	Thai	0.2	15.5	1	12.55	0.0	0.0	12.55
2025-01-10 13:05	Dublin	JustEat	Burgers	3.98	32.6	4	49.88	2.99	0.0	52.87
2024-12-24 10:50	Galway	ubereats	Pizza	1.19	14.4	3	16.37	2.0	2.25	20.62
2024-07-25 22:23	Galway	UberEats	Burgers	4.42	32.1	3	22.24	3.21	0.0	25.45
2025-01-22 23:46	Galway	JustEat	Burgers	2.85	26.1	2	28.67	2.43	3.75	34.85
2024-11-27 14:01	Cork	UberEats	Burgers	3.97	33.5	1	10.71	2.98	0.0	13.69
2024-08-20 18:29	Dublin	Deliveroo	Indian	2.33	23.4	1	11.57	2.16	0.0	13.73
2024-12-19 23:58	Cork	Deliveroo	Pizza	0.85	24.9	4	75.51	2.0	2.0	79.51
2024-12-01 19:24	Galway	UberEats	Burgers	4.46	35.4	4	45.06	3.23	0.0	48.29
2024-12-26 15:11	Dublin	JustEat	Indian	2.31	37.2	2	30.88	2.15	0.0	33.03
2024-08-19 22:24	 Dublin	UberEats	Indian	3.15	34.5	1	9.49	2.57	2.94	15.0
2024-11-02 15:26	Dublin	UberEats	Sushi	2.58	19.8	5	54.88	2.29	0.0	57.17
2024-05-12 13:47	Dublin	UberEats	Indian	2.47	26.9	3	33.95	2.23	3.03	39.21
2024-06-26 11:05	Galway	UberEats	Chinese	2.15	31.2	5	58.89	2.08	4.05	65.02
2024-06-08 14:56	Dublin	Deliveroo	Sushi	4.06	33.0	4	54.2	3.03	4.78	62.01
2024-07-08 21:20	Cork	UberEats	Pizza	3.05	29.1	1	23.65	2.53	1.91	28.09
2024-07-13 14:17	Cork	Deliveroo	 Chinese	4.61	39.0	3	31.27	3.31	1.76	36.34
2024-10-25 13:20	DUBLIN	Deliveroo	Indian	1.26	37.9	1	13.88	2.0		15.88
2024-07-04 10:38	Cork	UberEats	Sushi	3.65	34.9	5	83.98	2.82	0.0	86.8
2024-11-22 11:41	Dublin	UberEats	Chinese	2.48	36.1	3	53.56	2.24	0.0	55.8
2025-03-14 22:20	Limerick	UberEats	Pizza	2.39	33.3	2	33.69	2.2	3.12	39.01
2024-08-04 21:55	 Belfast 	UberEats	Burgers	3.34	43.8	1	5.0	2.67	4.55	12.22
2024-10-03 20:35	Cork	Deliveroo	Chinese	1.18	36.2	4	46.94	2.0	5.16	54.1
2025-02-11 22:08	Cork	Justeat	Cafe	0.98	24.6	4	34.67	2.0	3.21	39.88
2024-07-08 21:40	Galway	Deliveroo	Indian	3.55	34.4	4	30.5	2.78	0.0	33.28
2024-06-03 18:40	Cork	UberEats	Thai 	2.95	27.5	4	61.99	2.48	1.07	65.54
2024-11-29 20:54	CORK	JustEat	Indian	2.84	37.5	3	42.23	2.42	5.99	50.64
2025-03-14 12:01	Dublin	UberEats	Burgers	3.44	26.3	2	18.08	2.72	0.0	20.8
2025-03-16 14:42	Dublin	InHouse	INDIAN	2.43	32.2	2	23.68	0.0	0.0	23.68
2024-07-15 16:33	Cork	Deliveroo	Indian	3.33	36.6	5	48.53	2.66	2.67	53.86
2024-06-28 20:41	Dublin	UberEats	Sushi	1.34	27.3	1	5.0	2.0	0.0	7.0
2024-11-20 19:58	dublin	Deliveroo	 Thai	3.63	33.5	2	30.47	2.82	0.0	33.29
2024-07-07 10:47	Belfast	Justeat	Cafe	0.74	21.0	3	18.79	2.0	4.31	25.1
2025-03-26 13:48	Dublin	JustEat 	Burgers	3.29	31.0	5	46.56	2.64	2.77	51.97
2024-10-07 13:34	Dublin	InHouse	Cafe	2.1	31.1	2	17.83	0.0	4.39	22.22
2024-10-09 19:41	 Cork 	UberEats	Indian	4.39	44.6	1	18.65	3.2	0.0	21.85
2024-09-16 15:52	Dublin	JustEat	Burgers	1.74	28.2	4	27.48	2.0	0.0	29.48
2024-10-16 18:23	Dublin	Ubereats	Chinese	3.07	40.6	5	66.12	2.53	2.01	70.66
2025-01-27 23:44	Belfast	Just Eat	indian	3.31	38.7	2	14.74	2.66	4.58	21.98
2024-10-20 15:32	Dublin	Deliveroo	Thai	6.67	34.3	3	26.38	4.33	0.0	30.71
2024-10-15 17:58	Dublin	UberEats	Thai	0.2	21.0	1	11.29	2.0	4.54	17.83
2024-05-18 22:29	Dublin	Deliveroo	Cafe	2.44	32.8	2	21.7	2.22	0.0	23.92
2024-07-10 10:15	Cork	UberEats	Chinese	2.89	33.1	3	53.85	2.44	4.6	60.89
2024-12-13 21:25	Cork	UberEats	Sushi	1.2	22.7	3	36.63	2.0	0.0	38.63
2024-06-29 13:39	Galway	JustEat	Pizza	2.58	32.0	5	62.32	2.29	0.57	65.18
2025-04-29 15:44	Dublin		Chinese	2.81	32.9	2	27.46	2.4	0.0	29.86
2025-02-12 17:01	Dublin	InHouse	Burgers	2.42	31.4	2	22.61	0.0	0.0	22.61
2024-05-28 23:46	Cork	ubereats	BURGERS	2.36	27.1	1	10.11	2.18	0.0	12.29
2025-01-11 14:07	Dublin	Uber Eats	Cafe	4.68	47.5	5	53.89	3.34	2.58	59.81
2024-10-06 19:33	Limerick	deliveroo	Burgers	3.32	34.1	1	13.7	2.66	0.0	16.36
2025-01-22 18:52	Dublin	Ubereats	Pizza	1.4	34.5	2	39.87	2.0	2.39	44.26
2024-05-30 22:23	Limerick	UberEats	Indian	2.27	28.8	4	41.35	2.13	0.0	43.48
2025-03-07 17:53	Limerick	Deliveroo	Burgers	2.86	36.9	5	64.13	2.43	0.0	66.56
2024-11-06 16:43	Limerick	 Deliveroo 	Thai	4.66	29.9	1	19.41	3.33	0.0	22.74
2025-03-01 17:56	Galway	UberEats	Chinese	2.24	30.3	4	53.27	2.12	2.61	58.0
2025-02-20 16:30	Galway	UberEats	Thai	4.56	42.6	4	73.79	3.28	0.0	77.07
2024-11-15 11:05	Limerick	UberEats	Indian	2.77	27.0	2	32.17	2.39	2.99	37.55
2024-08-25 15:41	dublin	Deliveroo	Burgers	4.22	38.5	5	64.01	3.11	0.0	67.12
2024-10-18 17:30	Dublin	JustEat	Burgers	2.36	29.0	2	27.22	2.18	3.67	33.07
2025-03-22 18:04	Dublin	UberEats	Cafe	2.8	29.8	3	35.73	2.4	4.02	42.15
2025-01-21 10:09	Dublin	UberEats	Sushi	2.65	26.0	5	95.59	2.32	3.28	101.19
2024-09-17 21:27	limerick	UberEats	Burgers	4.46	45.8	2	22.76	3.23	0.0	25.99
2024-05-01 15:45	Belfast	JustEat	Indian	3.07	26.6	1	8.77	2.54	3.47	14.78
2025-01-19 12:38	Galway	UberEats	Burgers	3.02	37.3	1	6.19	2.51	0.0	8.7
2024-10-26 20:18	Cork	UberEats	Burgers	0.2	20.7	5	42.11	2.0	0.0	44.11
2025-02-17 17:14	Cork 	UberEats	 Cafe	0.66	23.2	5	49.85	2.0	0.0	51.85
2024-06-03 20:17	Belfast	Deliveroo	Pizza	1.82	27.0	2	30.97	2.0	1.45	34.42
2025-03-12 14:07	 Limerick 	deliveroo 	Pizza	5.23	42.8	2	17.62	3.61	0.0	21.23
2024-09-15 14:36	Dublin	JustEat	Cafe	2.58	25.0	4	34.62	2.29	0.0	36.91
2025-01-02 18:31	Cork	UberEats	Chinese	3.22	41.0	5	44.24	2.61	2.34	49.19
2025-01-29 21:31	Limerick	Deliveroo	Cafe	4.28	30.7	5	50.48	3.14	0.0	53.62
2024-05-02 15:33	Dublin	UberEats	Thai	2.3	23.8	1	14.86	2.15	0.0	17.01
2024-12-14 14:04	Belfast	UberEats	Sushi	2.06	26.8	2	24.03	2.03	0.81	26.87
2024-07-05 12:51	Limerick	Deliveroo	Pizza	3.44	31.7	1	14.13	2.72	0.0	16.85
2025-03-01 15:46	Belfast	 UberEats	Pizza	5.2	36.8	3	36.52	3.6	0.0	40.12
2024-08-23 20:03	Dublin	JustEat	Indian	4.63	51.7	1	14.62	3.31	0.0	17.93
2025-02-27 23:07	belfast	Ubereats	Indian	0.2	22.0	3	56.03	2.0	3.38	61.41
2025-02-27 17:00	Cork	JustEat	Indian	0.85	15.5	3	48.13	2.0	3.23	53.36
2025-02-27 19:43	Dublin	InHouse	Cafe	2.23	25.8	4	42.2	0.0	0.0	42.2
2024-12-13 13:31	Cork	Deliveroo	pizza	4.74	31.5	5	61.82	3.37	2.7	67.89
2024-08-09 21:01	Dublin	UberEats 	Burgers	1.34	31.0	4	57.44	2.0	2.44	61.88
2024-08-26 11:51	Belfast	UberEats	Chinese	5.24	39.0	2	16.2	3.62	0.0	19.82
2024-12-08 12:51	Galway	InHouse	Chinese	1.97	27.1	2	20.15	0.0	0.0	20.15
2024-12-13 19:01	Limerick	Deliveroo	Indian	5.05	43.7	1	11.94	3.52	3.53	18.99
2024-08-15 20:21	Dublin	UberEats	Sushi	4.06	36.7	4	76.8	3.03	1.57	81.4
2024-07-30 21:10	Limerick	UberEats	Burgers	5.51	40.3	4	31.68	3.75	0.0	35.43
2025-04-16 18:53	Belfast	JustEat	Chinese	0.87	21.7	4	47.33	2.0	0.0	49.33
2024-11-21 23:49	Limerick	InHouse	Thai	3.11	27.7	4	57.17	0.0	1.86	59.03
2024-07-29 17:12	Dublin	DELIVEROO	Burgers	2.9	28.3	4	54.38	2.45	0.0	56.83
2024-09-29 10:57	Limerick	JustEat	Cafe	5.34	53.5	1	8.43	3.67	3.7	15.8
2024-05-17 15:33	Belfast	InHouse	Chinese 	3.22	34.7	4	42.46	0.0	2.5	44.96
2024-10-11 19:22	Dublin	UberEats	Thai	4.55	40.0	2	12.18	3.28	0.0	15.46
2024-11-13 11:00	dublin	Ubereats	Chinese	2.94	37.3	2	20.99	2.47	2.79	26.25
2025-02-09 19:32	Belfast	Deliveroo	Pizza	1.43	28.8	1	14.85	2.0	0.0	16.85
2024-06-16 12:57	Dublin	justeat	THAI	2.79	35.8	1	14.67	2.4	0.0	17.07
2024-08-28 18:39	Limerick	UBEREATS	Indian	2.56	26.6	4	57.4	2.28	0.0	59.68
2025-03-03 16:58	Dublin	UberEats	Burgers	2.34	28.2	1	12.38	2.17	3.13	17.68
2024-06-21 20:16	Galway	UberEats	Thai	5.54	50.4	4	59.35	3.77	0.0	63.12
2025-02-12 12:22	 Belfast	JustEat	pizza	2.22	36.5	5	46.13	2.11		52.08
2024-07-07 12:12	Dublin	Deliveroo	Indian	2.89	31.6	5	55.7	2.45	1.62	59.77
2024-05-18 16:50	Belfast	UberEats	Chinese	4.34	41.8	1	9.09	3.17	0.0	12.26
2024-09-23 16:06	Dublin	DELIVEROO	 Indian 	3.84	38.6	1	15.17	2.92	0.0	18.09
2024-11-19 22:26	Dublin	UberEats	Indian	5.24	34.4	4	57.47	3.62	0.0	61.09
2024-09-18 23:18	Dublin	UberEats	Chinese	4.77	31.8	3	37.07	3.39	0.0	40.46
2024-07-26 12:26	Limerick 	JustEat	Cafe	4.02	23.6	2	12.55	3.01	0.0	15.56
2025-02-15 17:15	Cork	 JustEat	Indian	3.37	23.3	4	60.71	2.68	0.0	63.39
2024-08-15 14:21	Belfast	Deliveroo	Burgers	1.73	28.6	1	14.66	2.0	0.0	16.66
2024-10-19 15:52	dublin	Deliveroo	Pizza	0.2	28.9	5	78.29	2.0	0.0	80.29
2024-08-07 19:23	Dublin	Deliveroo	Pizza	3.92	47.6	3	52.37	2.96	3.96	59.29
2024-10-17 22:31	Belfast	Deliveroo	Burgers	2.77	24.6	1	9.42	2.39	2.64	14.45
2025-04-10 18:07	Dublin	UberEats	Pizza	1.92	34.5	3	49.03	2.0	0.61	51.64
2025-03-28 13:43	Limerick	 UberEats 	Pizza	2.71	29.2	1	13.4	2.36	0.0	15.76
2025-01-15 17:36	belfast	JustEat	Burgers	2.19	34.4	3	22.17	2.09	4.73	28.99
2025-01-02 12:58	Limerick	Deliveroo	Indian	5.93	45.1	5	70.83	3.97	3.51	78.31
2024-12-06 19:55	Belfast	InHouse	Cafe	3.18	35.1	3	19.44	0.0	0.0	19.44
2024-12-13 10:04	DUBLIN	UberEats	Burgers	2.95	31.7	5	26.04	2.48	0.0	28.52
2024-07-25 10:42	Dublin	Inhouse	Cafe	4.53	39.9	2	7.88	0.0	0.0	7.88
2025-01-08 10:07	Cork	UberEats	Burgers	4.68	43.6	5	60.66	3.34	2.43	66.43
2024-09-06 18:44	Cork	JustEat	Burgers	4.23	46.5	5	43.19	3.12	0.0	46.31
2025-03-02 11:02	 Dublin 	JustEat	Burgers	0.2	22.2	3	27.21	2.0	1.55	30.76
2024-06-07 20:18	Cork	JustEat	Indian	3.01	32.4	1	12.29	2.5	0.0	14.79
2024-11-30 11:58	Dublin 	Deliveroo	Indian	4.55	35.6	5	65.0	3.27	0.0	68.27
2025-01-09 13:58	Dublin	 UberEats	Indian	1.49	30.4	4	42.95	2.0	0.0	44.95
2024-11-06 23:22	Galway	Deliveroo	Pizza	3.65	38.2	2	38.08	2.82	1.16	42.06
2024-08-08 10:48	Dublin	UberEats	Indian	2.29	30.2	5	83.24	2.14	4.39	89.77
2024-10-29 22:34	Dublin	UberEats	Burgers	3.47	34.9	1	11.71	2.74	0.0	14.45
2024-09-23 11:22	Galway	UberEats	Burgers	2.73	30.0	2	7.56	2.37	4.16	14.09
2024-10-24 19:19	dublin	Deliveroo	Indian	4.41	43.0	3	25.33	3.2	0.0	28.53
2025-04-30 18:05	Dublin	UBEREATS	Pizza	2.64	38.8	3	42.99	2.32	0.0	45.31
2025-01-01 21:24	Dublin	deliveroo	Thai	3.05	30.7	2	24.97	2.52	1.93	29.42
2024-12-18 15:29	Cork	JustEat	Chinese	1.83	19.7	4	35.26	2.0	0.0	37.26
2025-02-06 15:14	Dublin		Burgers	2.53	28.7	1	9.52	2.26	0.0	11.78
2025-02-07 23:58	Dublin	justeat	Cafe	3.01	24.0	5	47.84	2.51	0.89	51.24
2024-09-11 15:24	Galway	UberEats	Burgers	3.45	30.5	4	39.65	2.73	0.0	42.38
2024-05-20 11:59	Dublin	JustEat	Indian	2.83	32.8	1	13.32	2.41	4.07	19.8
2025-01-15 12:22	Limerick 	InHouse	Sushi	1.96	31.1	5	69.51	0.0	2.23	71.74
2025-01-17 21:27	Galway	JustEat	Thai 	1.7	28.3	5	66.09	2.0	0.0	68.09
2025-02-10 14:06	Dublin	JUSTEAT	Sushi	2.73	25.8	5	85.27	2.36	2.68	90.31
2024-06-13 17:28	Dublin	Deliveroo	Burgers	1.37	30.0	3	23.79	2.0	2.17	27.96
2024-05-29 10:08	Dublin	JustEat	Pizza	6.29	49.3	5	60.01	4.15	3.47	67.63
2024-10-04 23:03	 Dublin	InHouse	Burgers	2.12	28.5	1	12.8	0.0	2.7	15.5
2024-12-04 14:16	Cork 	DELIVEROO	Burgers	2.6	23.0	5	83.47	2.3	0.0	85.77
2024-06-02 14:14	Cork	Deliveroo	Chinese	1.4	18.8	4	40.86	2.0	2.06	44.92
2024-10-23 20:39	Limerick	JustEat	Pizza	0.78	20.0	3	43.86	2.0	1.6	47.46
2025-03-02 12:04	Galway	UberEats	sushi	2.26	34.5	2	24.69	2.13	4.98	31.8
2024-09-17 14:39	Dublin	Deliveroo	Chinese Takeaway	0.2	21.1	2	23.69	2.0	0.0	25.69
2024-10-03 12:04	Dublin	JustEat	Indian 	3.23	36.2	3	45.61	2.61	1.37	49.59
2025-01-18 11:58	Dublin	UberEats	Burgers	2.55	24.3	2	9.93	2.28	4.04	16.25
2025-02-04 10:13	Galway	UberEats	 indian 	4.84	32.0	1	15.26	3.42	0.0	18.68
2024-11-09 13:21	Limerick	UberEats	Indian	1.64	19.3	4	76.27	2.0	0.31	78.58
2025-02-22 10:19	Cork	JustEat	Pizza	3.15	31.3	5	50.61	2.58	5.21	58.4
2024-08-16 22:40	Dublin	Deliveroo	Chinese	0.58	38.4	5	62.6	2.0	1.44	66.04
2024-10-17 20:44	Dublin	UberEats	Chinese	4.05	37.1	4	40.29	3.03	0.0	43.32
2024-12-06 11:37	Dublin		Indian	4.65	35.2	5	104.33	3.33	0.0	107.66
2024-06-06 14:22	Dublin	ubereats	Cafe	0.6	28.0	4	34.3	2.0	0.0	36.3
2024-08-02 21:38	Limerick	UberEats	Indian	0.2	31.5	3	42.99	2.0	2.7	47.69
2024-05-15 22:54	Galway	JustEat	Chinese	4.64	36.0	3	37.01	3.32	0.97	41.3
2025-01-25 13:14	Cork	Ubereats	Pizza	3.51	21.5	4	72.52	2.75	0.37	75.64
2025-04-26 22:53	Cork	InHouse	Burgers	1.34	19.9	3	33.4	0.0	0.0	33.4
2024-07-27 13:03	cork	Deliveroo	Indian	3.53	27.6	2	15.92	2.77	2.88	21.57
2025-04-23 12:14	Dublin	UberEats	Cafe	4.33	42.5	5	49.09	3.17	0.0	52.26
2024-08-23 16:57	Limerick	JustEat	Chinese	3.69	34.6	3	41.1	2.84	4.45	48.39
2024-06-19 15:03	Cork	Deliveroo	Indian	1.79	30.5	1	13.79	2.0	0.0	15.79
2024-11-01 10:48	 Dublin	UberEats	Indian	2.01	31.5	4	52.91	2.0	3.65	58.56
2025-01-05 23:00	Dublin	Deliveroo	Pizza	3.68	37.9	5	89.81	2.84	0.0	92.65
2024-11-12 17:26	Dublin	Deliveroo 	Burgers 	5.43	39.8	1	8.16	3.72	0.0	11.88
2024-12-06 23:04	Cork	JustEat 	Thai	2.22	29.9	2	26.94	2.11	0.0	29.05
2024-11-08 22:04	Galway	deliveroo 	Thai	3.71	37.5	4	42.18	2.85	2.24	47.27
2024-08-02 22:48	Limerick	JustEat	Cafe 	4.08	46.2	3	34.78	3.04	1.97	39.79
2024-08-08 10:02	Cork		Chinese	2.1	18.9	5	61.03	2.05		65.33
2024-06-17 11:11	Cork	UberEats	Burgers	3.76	45.8	1	9.02	2.88	2.45	14.35
2024-11-29 15:26	Galway	UberEats	 Chinese 	7.12	53.5	5	53.88	4.56	0.93	59.37
2024-11-08 14:37	Dublin	Deliveroo	Cafe	2.28	29.3	5	54.87	2.14	0.0	57.01
2024-11-23 18:36	Limerick	UberEats	Chinese	4.65	39.9	5	48.75	3.32	3.08	55.15
2024-05-06 17:07	Cork	Deliveroo App	Chinese	2.62	28.9	2	19.39	2.31	0.0	21.7
2025-04-24 17:01	Cork	InHouse	Chinese	0.68	24.0	2	32.66	0.0	0.0	32.66
2024-05-06 13:48	Belfast	UberEats	Pizza	4.24	27.7	3	64.29	3.12	1.15	68.56
2024-08-07 23:16	Cork	UberEats	Chinese	0.75	27.5	5	63.18	2.0	3.73	68.91
2025-01-02 13:40	Belfast	Uber Eats	Chinese	3.69	27.0	5	76.14	2.84	4.87	83.85
2024-06-11 18:42	Dublin	UberEats	Sushi	2.92	34.8	2	35.09	2.46	0.0	37.55
2024-10-09 11:01	Cork	Deliveroo	Burgers	3.93	42.5	1	11.36	2.96	0.0	14.32
2024-09-09 18:24	Galway	JustEat	Sushi	1.04	15.5	2	54.0	2.0	0.0	56.0
2024-10-10 12:14	Dublin	JUSTEAT	Pizza	0.71	16.8	3	43.84	2.0	0.0	45.84
2024-08-17 18:51	Galway	Deliveroo	Burgers	3.42	33.8	4	26.42	2.71	0.0	29.13
2024-10-17 20:27	Belfast	UberEats	BURGERS	3.12	32.0	5	36.89	2.56	3.09	42.54
2024-05-09 15:29	Cork	JustEat	Thai	2.73	34.7	1	11.58	2.36	0.0	13.94
2024-05-13 23:12	Limerick		Chinese	4.62	34.2	4	55.82	3.31	0.0	59.13
2025-02-07 18:01	 Dublin 	 JustEat 	Sushi	3.05	26.4	1	17.82	2.52	5.14	25.48
2024-09-10 16:09	Cork	Deliveroo	BURGERS	5.17	36.7	2	25.29	3.59	0.0	28.88
2025-01-11 13:39	Galway	Deliveroo	Pizza	3.23	29.3	5	59.2	2.62	1.92	63.74
2024-09-23 21:05	CORK	Deliveroo	BURGERS	5.11	38.4	3	34.41	3.55	0.0	37.96
2024-10-14 20:26	Galway	UberEats	Chinese	4.19	44.8	4	52.96	3.1	0.0	56.06
2024-07-24 18:14	Limerick	UberEats	Burgers	3.36	33.3	2	21.81	2.68		28.03
2024-06-06 22:30	Dublin	UberEats	Thai	3.35	33.5	3	47.43	2.68	0.72	50.83
2024-10-24 20:32	 Limerick	Deliveroo	Burgers	4.87	27.9	2	23.15	3.44	1.51	28.1
2024-11-06 22:15	Cork	JustEat	Chinese	2.05	33.4	4	45.61	2.03	6.0	53.64
2024-12-04 14:23	Galway	Deliveroo	Indian	5.28	53.2	2	34.68	3.64	1.26	39.58
2024-08-11 16:49	dublin	UberEats	chinese	2.3	30.5	4	56.61	2.15	0.0	58.76
2025-03-03 11:14	Dublin	UberEats	Burgers	7.41	56.3	1	12.35	4.71	4.88	21.94
2025-04-03 22:08	Limerick		Indian	2.8	26.5	4	38.0	2.4	1.05	41.45
2024-09-09 10:41	Dublin	InHouse	Thai	3.8	47.3	5	65.65	0.0	4.15	69.8
2024-11-04 10:39	Belfast	JustEat	Burgers	3.03	32.7	2	25.85	2.51	0.0	28.36
2024-08-22 11:20	Dublin	JustEat	 Indian	3.85	34.7	2	20.45	2.93	0.0	23.38
2025-02-18 15:06	Cork	Deliveroo	Burgers	3.63	33.5	1	8.51	2.81	0.0	11.32
2025-04-22 13:33	Cork	UberEats	 Pizza	2.41	20.6	3	58.13	2.21	6.24	66.58
2024-08-27 21:00	Cork	ubereats	Burgers	1.18	29.1	4	25.69	2.0	4.83	32.52
2025-04-13 18:12	Limerick	DELIVEROO	Pizza	0.77	26.5	4	63.02	2.0	0.0	65.02
2025-01-07 23:56	 Dublin	UberEats	Thai	0.2	25.0	2	35.79	2.0	0.0	37.79
2024-08-04 14:09	dublin	Deliveroo	CAFE	5.28	40.9	5	40.4	3.64	4.22	48.26
2025-04-28 19:09	Limerick	UberEats	Burgers	3.89	25.2	5	58.12	2.95	2.37	63.44
2025-01-02 19:19	Dublin	Deliveroo	Cafe	3.11	37.2	2	13.12	2.56	0.0	15.68
2025-04-13 21:36	Limerick	inhouse	Sushi	3.13	33.8	3	54.13	0.0	1.25	55.38
2024-08-14 22:12	Dublin 	UberEats	Indian	1.46	21.8	1	12.97	2.0	0.0	14.97
2024-11-05 21:11	Dublin 	Justeat	Chinese	2.05	33.7	2	22.95	2.02	0.0	24.97
2024-06-29 20:59	Dublin	Ubereats	Burgers	2.69	28.2	4	47.1	2.35	4.24	53.69
2024-09-02 17:15	Limerick	InHouse	Pizza	3.26	25.8	2	18.51	0.0	2.87	21.38
2024-10-17 13:05	Galway	JustEat	Pizza	2.95	30.2	4	32.66	2.47	1.83	36.96
2024-12-18 22:19	Dublin	Deliveroo	Pizza	3.92	39.0	4	69.06	2.96	2.1	74.12
2025-03-28 16:44	Cork	JustEat	Burgers	4.17	32.8	3	26.0	3.08	2.91	31.99
2024-06-20 22:17	Galway 	UberEats	Burgers	4.36	56.2	3	28.51	3.18	0.0	31.69
2024-10-09 15:34	Dublin	Deliveroo	Indian	2.51	42.0	2	27.86	2.26	4.46	34.58
2024-06-23 22:59	Dublin	JUSTEAT	Indian	4.18	40.3	1	13.32	3.09	0.0	16.41
2024-12-19 16:42	Dublin	InHouse	Burgers	2.25	15.9	3	34.67	0.0	0.0	34.67
2024-08-04 23:24	galway	Deliveroo	Cafe	1.95	32.0	4	28.5	2.0	0.0	30.5
2024-09-13 14:03	Galway	UberEats	Thai	3.74	38.9	1	10.81	2.87	3.33	17.01
2025-01-11 23:32	Cork 	JustEat	sushi	3.75	34.9	2	31.94	2.87	0.0	34.81
2025-01-23 19:04	Dublin	UberEats	Cafe	2.89	25.0	5	48.29	2.45	0.0	50.74
