order_date	country	channel	product_category	payment_method	units	unit_price	discount_rate	order_value
2025-04-17	Ireland	Mobile App	Clothing	PayPal	3	61.05	0.06	172.21
2025-01-31	Ireland	Mobile App	Clothing	Card	4	40.53	0.0	162.12
2024-10-09	Ireland	Web	Books		1	17.96	0.061	16.88
2024-09-30	UK	web	Home	Card	4	83.46	0.047	318.02
2025-03-26	Germany	Mobile App	CLOTHING	Card	4	39.39	0.072	146.29
2025-04-12	France 	Web	Clothing	PayPal	5	60.88	0.053	288.13
2024-11-07	UK	Web	Home	Card	2	83.63	0.0	167.26
2025-01-04	UK	Web	Electronics	Cash	1	220.22	0.016	216.69
2025-04-23	France	Web	Home	 Card 	1	83.94	0.027	81.65
2025-04-02	France	Web	Electronics	Card	5	280.24	0.001	1399.91
2024-06-03	france	web	Clothing	PAYPAL	4	55.99	0.056	211.47
2024-10-28	germany	Mobile App	Home	Card	5	71.05	0.0	355.23
2024-08-28	ireland	Web	Electronics	Card	3	261.73	0.049	746.77
2024-05-27	Ireland 	Web	Groceries	Card	4	15.02	0.091	54.6
2024-07-21	Ireland	Web	Electronics 	Card	5	302.5	0.05	1437.63
2025-04-01	Ireland	Web	Electronics	Card	1	294.92	0.041	282.75
2025-02-09	Ireland	Web	Clothing	PayPal	3	45.98	0.0	137.94
2024-09-12	Ireland	mobile	Books	PayPal	3	23.87	0.0	71.61
2025-01-15	 france	Store Kiosk	Home	Card	5	63.42	0.06	298.04
2024-07-30	UK	Web	Home	Card	3	104.62	0.0	313.86
2024-10-07	Ireland	Mobile App	Home	Card	3	60.09	0.027	175.37
2024-06-17	SPAIN	Mobile App	Electronics	Card 	4	244.87	0.128	853.67
2024-12-20	Spain	Web	Electronics	Card	4	322.31	0.0	1289.24
2025-03-05	France	Mobile App	Books	Card	3	21.26	0.051	60.53
2024-10-19	Uk	Web 	Electronics 	Card	3	294.71	0.024	862.69
2024-10-10	Germany	Web	Groceries	PayPal	3	8.14	0.046	23.28
2024-12-28	UK		home	CARD	2	62.77	0.0	125.54
2025-03-10	U.K.	Web	Books	Card	4	20.29	0.0	81.15
2024-12-06	Ireland	Store Kiosk	BOOKS	Card	5	20.17	0.02	98.8
2024-05-20	UK	Mobile App	Books	Card	2	25.19	0.043	48.2
2024-05-07	Ireland	Mobile App	Books	Card	3	16.64	0.078	46.04
2024-07-13	U.K.	Web	Groceriess	Card	2	15.02	0.071	27.92
2025-01-31	Ireland	Web	Electronics	Card	1	286.39	0.027	278.66
2024-07-31	Germany	Mobile App	Clothing	Card	5	41.55	0.0	207.77
2025-02-24	Ireland	Web	Clothing	Card	4	38.91	0.0	155.64
2024-09-22	france	mobile app	Clothing	Card 	3	37.33	0.035	108.05
2025-02-13	UK	Web	Groceries	Card	4	17.84	0.0	71.36
2024-12-07	UK	Web	Books	Card	2	22.29	0.0	44.57
2024-10-08	Spain	Web	HOME	 PayPal	3	60.5	0.0	181.5
2024-05-14	Spain	Store Kiosk	ELECTRONICS	PayPal	2	371.53	0.052	704.06
2024-08-08	France	Mobile App	Home	PayPal	1	104.14	0.089	94.86
2025-02-05	France	Web	Electronics	Card	4	411.49	0.0	1645.97
2024-09-04	UK	Mobile App	Electronics	PayPal	1	327.38	0.0	327.38
2024-10-12	UK	Mobile App	Books	Card	1	12.75	0.0	12.75
2024-05-01	 UK 	Web	Clothing 	PAYPAL	5	49.23	0.0	246.17
2025-01-21	Germany	Mobile App	Home	Card	4	93.59	0.049	356.1
2025-04-27	Germany	Mobile App	Clothing	Card	2	42.26	0.054	79.99
2024-12-26	Germany	Store Kiosk	Clothing	PayPal	3	66.45	0.04	191.27
2024-05-24	UK	Web	Electronics	 Voucher	2	337.93	0.014	666.24
2024-06-16	UK	Mobile App	Books	Cash	1	9.72	0.081	8.93
2024-12-11	spain	Web	Electronics	Cash	3	304.62	0.063	855.88
2025-04-19	Ireland	Mobile App	Books	Card	1	17.34	0.076	16.03
2025-03-27	Germany	Mobile App	ELECTRONICS	Voucher	1	242.64	0.057	228.7
2024-12-26	Ireland	Mobile App	Electronics	Card 	3	227.79	0.085	625.03
2024-09-12	Germany	Mobile App	Clothing		5	58.84	0.024	287.14
2025-03-01	Ireland	Store Kiosk	Home	Credit Card	3	93.04	0.0	279.11
2025-01-23	Ireland	Store Kiosk	Electronics	PayPal	1	305.26	0.019	299.36
2025-03-29	France	Web	Groceries	Card	1	16.01	0.0	16.01
2024-12-02	France	Mobile App	Groceries 	Card	2	14.36	0.089	26.15
2024-12-15	UK	Web	grocery	Card 	3	21.25	0.0	63.75
2024-07-17	uk	Web	Clothing	pay pal	3	54.57	0.002	163.41
2024-07-05	Germany	Store Kiosk	Home	Card	4	61.66	0.0	246.62
2024-11-04	France	Web	Groceries	Card	3	9.24	0.056	26.16
2024-11-16	UK	 Mobile App 	Books	Card	4	15.83	0.0	63.31
2024-11-06	UK	Mobile App	Groceriess	PayPal	2	18.54	0.024	36.18
2024-07-31	Spain	Web	Home	Card	3	96.21	0.038	277.57
2024-05-16	Spain	Web	Clothing	Card	2	56.4	0.0	112.79
2025-02-04	Spain	mobile app	Clothing	Card	2	49.93	0.011	98.73
2024-10-21	Germany	Web	Clothing	PayPal	4	55.95	0.056	211.23
2025-01-17	ireland	Web 	Books	CARD	4	15.27	0.057	57.61
2024-06-19	 UK	Mobile App	 Home 		2	94.88	0.0	189.77
2025-04-06	UK	web	home	Card	5	65.63	0.0	328.16
2024-11-19	France	Web	Electronics	paypal	2	271.17	0.0	542.34
2024-09-09	UK	 Mobile App 	Books	PayPal	4	16.99	0.076	62.8
2024-09-14	Ireland	mobile	Groceries	PayPal	5	10.5	0.066	49.04
2024-07-06	uk	Web	Electronics	Card	2	355.3	0.061	667.32
2024-07-11	Germany	Mobile App	Clothing	Credit Card	2	61.3	0.014	120.93
2025-02-22	Ireland	Web	Home	Voucher	2	92.73	0.0	185.45
2024-06-24	Spain	Web	Clothing	PayPal	1	34.76	0.09	31.63
2024-10-18	France	Web	 Clothing 	PayPal	5	56.71	0.041	271.79
2025-02-17	UK	mobile app	Electronics	Card	1	315.31	0.037	303.75
2025-03-25	Spain	Web	Clothing	card	4	52.93	0.0	211.72
2025-02-15	UK	Web	Electronics	CARD	3	354.41	0.037	1024.12
2024-12-28	UK	WEB	Electronics	PayPal	2	261.41	0.025	509.61
2025-04-23	France	Web	Groceries	Card	5	18.78	0.025	91.6
2025-04-04	Ireland	Web	Books	PayPal	2	16.2	0.043	31.02
2024-10-02	Ireland	Web	Books	Card	5	22.13	0.0	110.67
2024-10-18	IRELAND	Web	Electronics	PayPal	5	201.81	0.06	948.17
2024-05-06	Ireland	Web	Electronics	card	5	282.92	0.036	1363.8
2024-06-18	UK	Web	groceries	Cash	4	14.08	0.0	56.32
2024-11-03	 France 	Web	Electronics 		3	301.43	0.029	877.64
2024-12-15	Ireland	Web	Clothing	Card	3	64.93	0.091	177.06
2025-02-17	 Germany	Web	Clothing	Card	3	55.45	0.0	166.34
2024-05-26	Ireland	web	Clothing	Voucher	2	60.14	0.078	110.85
2025-04-23	France	Web	groceries	PayPal	5	17.54	0.0	87.7
2024-12-01	Germany	Web	 Clothing 	Card	5	37.41	0.038	179.98
2024-06-15	UK	Mobile App	Clothing	Cash	1	46.24	0.007	45.92
2024-09-26	Ireland	Web	Clothing	Card	5	63.87	0.0	319.34
2024-10-25	Ireland 	Mobile App	Books	Cash 	5	19.18	0.066	89.57
2024-11-02	France	Web	Clothing	PayPal	2	56.74	0.067	105.84
2024-10-27	 Uk 	Web	Electronics	Card	4	349.0	0.0	1396.0
2024-06-07	Ireland	Web	Books	paypal	3	22.55	0.0	67.64
2024-07-04	Ireland	Web	Groceries	card	1	16.16	0.042	15.48
2024-10-29	France	Web	Groceries	Cash	3	12.87	0.061	36.27
2024-12-08	France	Web 	Books	Card	4	20.29	0.068	75.65
2024-12-05	Ireland	Mobile App	Clothing	PayPal	4	62.48	0.07	232.35
2024-06-22	UK	Web	Clothing	 Card	4	50.99	0.075	188.72
2024-10-24	IRELAND 	 Web	clothing	PayPal	2	51.83	0.0	103.65
2024-06-06	France	web	Electronics	 Card	5	319.77	0.09	1455.62
2025-03-06	UK	Web	Clothing	Card	5	53.44	0.118	235.72
2025-01-16	UK	Web	Clothing	Voucher	3	42.1	0.066	117.96
2024-09-12	Ireland	Mobile App 	electronics	PayPal	1	365.95	0.08	336.84
2024-09-19	Ireland	Store Kiosk	Home	Card	5	73.21	0.015	360.7
2024-06-10	Ireland	 Web 	Clothing	PayPal	4	50.22	0.006	199.57
2024-06-30	 Ireland 	Web	Clothing	PayPal	3	36.26	0.0	108.78
2024-06-03	Ireland	Web	Clothing	Card	5	50.72	0.01	251.04
2024-12-03	Spain	Mobile App	Groceries	Card	1	14.48	0.0	14.48
2024-07-02	Germany	web	Electronics	Card	3	237.29	0.034	687.81
2024-07-02	Ireland	Web	Electronics	Card	5	327.59	0.021	1602.86
2024-07-07	SPAIN	Web	Clothing	PayPal	1	56.41	0.056	53.27
2025-03-29	Spain	mobile app	Clothing	Card	4	60.45	0.089	220.35
2024-05-12	UK	Web	Electronics	Voucher	1	294.13	0.0	294.13
2024-11-10	Ireland	Web	Home	Cash	4	52.64	0.0	210.54
2025-04-06	UK	 Mobile App 	home	Cash	2	63.28	0.023	123.66
2025-01-08	Ireland	web	Home	Card	5	66.56	0.095	301.25
2024-09-10	Spain	Mobile App	Clothing	CARD	1	52.17	0.044	49.87
2024-09-02	Ireland	Web	Home	PayPal	4	87.75	0.077	323.97
2024-08-28	Ireland	Mobile App	 Books 	Card	1	19.25	0.049	18.32
2024-12-14	Ireland	Web	Groceries	Cash	4	14.75	0.0	59.01
2024-10-10	France	Web	Clothing	PayPal	3	59.46	0.0	178.39
2025-01-17	UK	Web	Electronics	PayPal	2	291.86	0.029	566.63
2024-07-16	ireland	web	Groceries	card	1	13.76	0.0	13.76
2024-10-27	Germany	Mobile App	Electronics	Card	5	440.31	0.0	2201.54
2024-07-11	 Ireland 	Mobile App	Clothing	Cash	2	52.7	0.056	99.47
2025-04-19	Spain		Groceries	pay pal	1	16.41	0.036	15.82
2024-07-29	Germany	Web	Books	PayPal	1	19.15	0.034	18.5
2024-10-20	Ireland	Mobile App	 Clothing	Card	1	57.34	0.049	54.52
2025-01-15	Germany	Web	 Home 	Cash	5	98.71	0.0	493.57
2024-05-03	UK	Mobile App	Clothing	Card	3	46.6	0.0	139.8
2024-09-26	France	mobile app	Clothing	PayPal	1	62.84	0.0	62.84
2024-06-10	 Uk	Web	Home	Card	1	88.6	0.08	81.52
2024-12-29	ireland	WEB	Electronics	Card	3	339.06	0.059	956.85
2024-06-23	Ireland	Web	Home	Card	4	72.33	0.0	289.3
2024-08-10	France		Electronics	Cash	2	250.59	0.0	501.17
2024-10-05	Ireland	Web	Electronics	Card	3	309.56	0.0	928.69
2025-03-17	Spain	Web 	Electronics 	PayPal	4	187.46	0.089	682.77
2024-11-21	UK	Web	Electronics	Card	4	223.22	0.066	834.06
2024-06-11	France	Web	Books	Card	1	14.02	0.068	13.07
2025-04-15	Ireland	Web	Groceriess	PayPal 	2	13.15	0.092	23.87
2024-12-05	Ireland	Web	Books	 Card	4	19.51	0.087	71.23
2025-04-14	Germany 	Mobile App	Electronics	Card	4	402.56	0.025	1570.01
2024-10-13	 France 	 Web 	Books	Paypal	3	25.07	0.042	72.04
2024-10-13	Spain	Web	Electronics	Card	1	339.84	0.0	339.84
2024-05-17	UK	WEB	Home		4	85.81	0.024	334.94
2024-09-24	France	Mobile App	Electronics	Card	1	433.42	0.053	410.38
2025-02-07	France	Web 	Clothing	Cash	5	62.86	0.042	301.13
2024-11-18	France	Web	Groceries	Card	4	12.28	0.0	49.11
2024-11-22	Ireland	Web	Groceries	Card	1	17.14	0.022	16.76
2024-10-20	UK		groceries	Card	5	12.28	0.07	57.07
2025-01-04	Ireland	mobile app	Electronics	Card	2	274.13	0.0	548.27
2025-01-31	UK		Electronics	Voucher	4	409.97	0.035	1582.53
2024-07-06	Spain	Web	Electronics 	PayPal	1	311.36	0.083	285.53
2024-07-06	FRANCE	Mobile App	Books	Cash	4	14.1	0.0	56.41
2024-08-16	Ireland	Web	Books	Voucher	1	20.0	0.036	19.29
2025-02-13	Ireland	Mobile App	Clothing	Card	1	74.09	0.023	72.36
2024-05-02	spain	Mobile App	BOOKS	Card	2	21.88	0.07	40.72
2024-09-13	Ireland	Web	Clothing	Voucher	2	45.92	0.066	85.74
2024-06-05	ireland	Mobile App	Books	Card	4	23.14	0.005	92.08
2024-06-11	UK 	Web	Home	Card	5	64.3	0.087	293.44
2024-07-26	Ireland	Web	Books	PayPal	1	29.65	0.059	27.89
2024-08-01	ireland	Web	Groceries	Card	2	17.55	0.057	33.11
2025-04-21	Ireland	Mobile App	Home	Card	3	67.26	0.04	193.74
2024-05-19	Germany	Web	Electronics	card	1	235.96	0.047	224.79
2024-10-10	France		Books	 Card 	3	21.87	0.036	63.22
2025-04-10	Ireland	Web	Clothing	Card	2	33.98	0.0	67.96
2024-11-06	UK	Web 	Books	card	3	24.41	0.079	67.47
2024-05-23	UK	Mobile App	Books	Voucher	5	14.42	0.038	69.41
2025-03-23	France	Web	Home 	Card	4	86.5	0.0	346.0
2024-05-23	Ireland	 Web	Books	Card	3	20.97	0.016	61.93
2024-10-21	Spain	 Mobile App 	Home	paypal	1	99.35	0.039	95.5
2024-06-10	Ireland	Web	Groceries	PayPal	3	15.73	0.0	47.2
2025-02-04	Germany	Web	Home	 Card	2	70.02	0.0	140.04
2024-06-18	Germany	Store Kiosk	Books	 Card	5	20.11	0.042	96.31
2024-10-11	Ireland	Web	Home	Voucher	5	92.42	0.048	439.9
2025-03-23	Ireland	Store Kiosk	Groceries	Card	1	19.5	0.0	19.5
2024-05-09	UK	Mobile App	Electronics	Credit Card	3	232.04	0.0	696.11
2024-09-16	 Spain	mobile app	Clothing	Voucher	4	65.1	0.0	260.41
2024-05-15	IRELAND	Store Kiosk	Clothing	Card	3	44.1	0.036	127.51
2024-09-07	Ireland	Web	Books	PayPal	5	17.43	0.02	85.4
2025-02-10	Ireland	Mobile App	electronics	Cash	4	216.94	0.0	867.77
2025-01-17	Germany	Web	Home	Paypal	1	64.07	0.029	62.22
2025-03-26	ireland	Web	groceries	Credit Card	4	18.1	0.035	69.87
2024-12-24	France	STORE KIOSK	Electronics	PayPal	5	348.79	0.019	1711.06
2024-05-25	France	Store Kiosk	Books	Card	5	19.97	0.107	89.13
2024-09-12	Germany	WEB	BOOKS	Card	3	24.01	0.0	72.02
2024-05-08	germany	Web	Clothing	Card	3	42.23	0.0	126.68
2025-01-27	Ireland	Web	Books	Voucher	5	19.84	0.0	99.19
2024-09-07	Germany	Web	Books	Card	1	23.5	0.0	23.5
2024-06-26	UK	Web	Electronics	Card	5	262.27	0.128	1143.17
2024-12-30	UK	web	Books	 card	4	23.12	0.032	89.56
2024-08-25	 UK	Web	Clothing	Card	1	29.46	0.0	29.46
2025-04-10	GERMANY	Mobile App	Electronics	PayPal	3	293.36	0.0	880.08
2024-11-26	Ireland	Web	Groceries	Card	3	13.75	0.0	41.24
2025-03-16	Ireland	Web	Groceries	Card	1	15.71	0.063	14.72
2025-03-24	UK	Web	 Clothing 	PayPal	3	62.09	0.0	186.28
2024-10-12	Germany	Store Kiosk	Clothing	Card	1	54.68	0.08	50.31
2024-10-30	Germany	Web	Electronics	PayPal	4	278.76	0.039	1071.2
2025-03-18	Ireland	Web	Clothing	PayPal	4	53.05	0.072	196.97
2024-10-07	UK	Store Kiosk	Clothing	Card	1	49.2	0.0	49.2
2024-07-28	Germany	Web	Books	PayPal	2	29.65	0.0	59.3
2024-10-07	Germany	Web	Clothing	PayPal	1	53.15	0.01	52.61
2024-05-05	Ireland	 Mobile App 	Clothing 	PayPal	1	56.4	0.063	52.85
2025-01-14	UK	 Web 	Home	Card	5	91.31	0.058	430.05
2025-02-15	Ireland	Web	Books	Card	4	19.87	0.0	79.47
2024-09-14	Ireland	Store Kiosk	Electronics 	Card 	4	366.39	0.045	1399.85
2025-02-08	Ireland	Web	Electronics	PayPal	5	284.16	0.036	1369.74
2024-06-25	Ireland	web	electronics	Card	5	215.56	0.0	1077.81
2024-07-01	UK	Web	Groceries	Card	3	15.97	0.024	46.74
2024-09-20	IRELAND	Mobile App	Clothing	Card	4	34.41	0.101	123.72
2024-11-20	Spain 	Web	Groceries 	pay pal	5	10.93	0.0	54.65
2024-07-21	Spain	Website	Electronics	Card	2	313.73	0.054	593.54
2024-05-22	Ireland	Web	Groceries	Card	1	12.19	0.084	11.16
2025-01-31	Ireland	Web	Clothing	Cash	1	43.05	0.037	41.45
2025-01-02	Germany	Web	HOME	Card	1	73.64	0.05	69.97
2024-10-02	Germany	Store Kiosk	Clothing	card	1	44.38	0.083	40.71
2024-09-26	UK	Mobile App	 Clothing	PayPal	5	69.65	0.0	348.26
2024-10-18	France	Web	Clothing	Card	3	47.35	0.047	135.3
2025-04-14	Germany	Mobile App	Books	Card	1	16.72	0.0	16.72
2024-05-20	France	Web	Clothing	Card	3	53.65	0.059	151.48
2025-01-28	Germany	Mobile App	 Books	Card	4	18.84	0.022	73.72
2024-11-08	Ireland	Mobile App	Electronics	Card	3	239.96	0.0	719.88
2024-05-17	Ireland	Web	 Groceries	Card	5	18.15	0.0	90.73
2025-04-08	Ireland	Web	Clothing	PayPal	5	41.07	0.077	189.6
2024-11-22	IRELAND		Groceries	Card	2	15.39	0.0	30.78
2024-07-10	Germany	Mobile App	 Electronics 	Card	1	221.95	0.0	221.95
2024-10-24	UK	Mobile App	Clothing	Card	4	57.49	0.046	219.38
2025-03-17	Ireland	Web	Clothing	CARD	5	44.38	0.0	221.88
2025-03-20	Germany	Web	Home	Card	2	92.49	0.052	175.39
2024-08-02	Ireland	Web	Electronics	Card	5	368.6	0.048	1754.57
2024-06-03	Spain	Store Kiosk	home	Card	4	99.59	0.038	383.17
2024-12-23	Germany	Web	Groceries		4	15.13	0.0	60.5
2024-05-25	Ireland	Web	Home 	Card	4	72.02	0.067	268.63
2024-09-03	France	Web	Electronics	Card	3	286.01	0.001	857.06
2025-02-14	UK	Mobile App	Electronics	Card	1	245.07	0.0	245.07
2025-02-22	France	Web	Clothing	Card	1	48.89	0.085	44.72
2025-03-07	Ireland	Mobile App	Electronics	PayPal	3	346.34	0.024	1014.57
2024-12-30	UK	Mobile App	Books	card	5	16.34	0.048	77.8
2025-04-29	Ireland	Store Kiosk	Clothing	Card	3	48.92	0.08	134.95
2024-05-16	Ireland	Website	Electronics	Card	3	238.73	0.007	711.23
2024-10-03	Spain	Web	Books	 PayPal	4	15.11	0.066	56.44
2024-06-26	France	Web	Clothing	Card	5	32.11	0.019	157.49
2024-10-12	Germany	WEB	Electronics	Cash	2	263.83	0.022	516.2
2025-01-07	Ireland	Mobile App	Clothing	PayPal	4	56.74	0.076	209.61
2024-05-23	Ireland	Web	Clothing	Card	2	31.6	0.0	63.2
2024-06-08	UK	Web	CLOTHING	Card	2	73.7	0.087	134.51
2024-12-14	Ireland	Web	Books	PayPal	5	12.1	0.08	55.69
2024-10-19	UK	 Web 	Electronics	PayPal	2	326.05	0.0	652.1
2024-10-09	UK	 Mobile App 	Electronics	Card	3	362.49	0.095	984.07
2024-06-26	Ireland	Web	Clothing		5	58.02	0.063	271.9
2025-03-09	Ireland	Web 	Home	PayPal	2	80.5	0.074	149.07
2025-01-10	Ireland	Web	GROCERIES	Cash	4	16.07	0.079	59.2
2024-06-24	France	Mobile App	grocery	Card	2	13.97	0.045	26.68
2024-10-11	UK	Web	Books	Card	5	21.76	0.052	103.11
2025-04-14	Ireland	Web	Clothing	Card	5	45.52	0.0	227.59
2025-03-21	UK	Mobile App	Clothing	Card	4	64.5	0.028	250.76
2024-10-25	Germany	Store Kiosk	clothing	Card	5	48.95	0.076	226.12
2025-02-26	Germany	Mobile App	Groceries 	PayPal 	3	9.16	0.062	25.79
2024-12-17	Spain	Web	Electronics	Card	5	262.5	0.028	1275.49
2025-04-09	Ireland	Store Kiosk	Groceries	PayPal	2	12.49	0.07	23.23
2024-06-18	France		Home	paypal	3	72.04	0.0	216.11
2024-11-13	Spain	Web	Clothing	PayPal	2	36.68	0.0	73.37
2024-06-26	Spain	Mobile App	Groceries	PayPal	5	8.91	0.063	41.73
2024-07-06	 Ireland	Store Kiosk 	Home	Voucher	4	83.63	0.039	321.4
2024-08-27	Germany	Mobile App	Home	Card	2	94.63	0.078	174.54
2024-07-11	Ireland	Mobile App	Clothing	Card	5	59.62	0.074	276.08
2025-01-02	Ireland	Web	Clothing	Voucher	1	39.62	0.097	35.76
2025-01-01	Ireland	Web	Books	Card	3	20.07	0.055	56.91
2024-05-08	UK	MOBILE APP	clothing	CARD	1	56.54	0.0	56.54
2025-02-01	uk	Web	 Clothing	Card 	2	61.36	0.042	117.53
2024-05-11	ireland	Web	Electronics	Card	3	322.93	0.012	957.38
2024-11-09	Spain	Web	Home	Card	2	84.32	0.044	161.28
2025-03-27	Spain	Mobile App	Books	Card	4	23.03	0.084	84.34
2025-03-07	France		Electronics	Card	2	271.33	0.057	511.47
2024-10-31	France	Web	Books	Voucher	2	22.05	0.048	41.96
2024-10-02	france	Web	Clothing	PayPal	3	58.87	0.0	176.62
2024-11-25	Ireland	Web	Electronics	Card	2	205.09	0.0	410.18
2024-09-17	Ireland	WEB	Groceries	PayPal	2	11.76	0.06	22.11
2024-06-30	France	 web 	clothing	card	2	57.06	0.049	108.5
2024-12-11	Spain	Web	Books	Card	2	23.85	0.029	46.3
2025-04-03	Ireland	 Web	Books		5	15.66	0.06	73.64
2024-10-09	France	Web	Home	Card	5	69.81	0.0	349.07
2025-01-03	 Ireland	web	Groceries	PayPal	1	14.73	0.0	14.73
2024-09-23	Ireland	MOBILE APP	GROCERIES	Voucher	2	16.81	0.0	33.62
2024-07-25	France	Store Kiosk	Electronics	 Card 	4	397.65	0.0	1590.59
2025-03-20	UK	Web	Groceries	Card	5	15.52	0.0	77.59
2025-03-21	UK	Mobile App	Electronics	PayPal	1	242.08	0.044	231.35
2024-11-08	UK		Home	Cash	1	37.25	0.025	36.3
2024-06-13	Ireland	Web	Electronics 	card	1	172.75	0.05	164.18
2024-08-19	UK	Mobile App	Groceries	PayPal	2	19.02	0.058	35.85
2025-04-19	 GERMANY	Mobile App	Electronics	Card	2	315.84	0.0	631.68
2025-01-02	Spain	Web	Groceries	Card	2	19.49	0.056	36.77
2025-01-22	Ireland	Mobile App	Home	Cash	5	94.84	0.07	441.15
2025-01-13	Uk	Web	Clothing	Cash	3	55.69	0.0	167.06
2024-10-06	Ireland	Mobile App	Clothing	PayPal	1	43.31	0.113	38.41
2025-02-25	France	Web	Groceries	Card	3	16.21	0.078	44.8
2025-04-18	France	Mobile App	Clothing		2	45.45	0.0	90.91
2025-04-20	Spain	mobile app	Home	Cash	1	80.98	0.058	76.32
2025-04-20	France 	Web	Clothing	PayPal	4	48.46	0.0	193.85
2024-08-30	Ireland	Mobile App	Home	PayPal	3	82.69	0.0	248.07
2025-04-11	Ireland	Store Kiosk	Books	PayPal	1	21.1	0.04	20.25
2025-01-11	Spain	Web	Electronics	Card	5	347.82	0.079	1601.94
2025-02-19	Ireland	 Web 	Groceries	Card	3	14.62	0.071	40.74
2024-08-16	France	Mobile App	Clothing	Card	3	46.57	0.0	139.71
2024-08-19	Germany	Store Kiosk	Electronics	Credit Card	4	264.42	0.09	962.02
2024-10-19	Ireland	Web	Clothing	Card	1	48.14	0.0	48.14
2024-09-07	France	Mobile App	Electronics	PayPal	1	334.58	0.072	310.45
2024-12-17	Ireland	Mobile App	 Clothing	Card	5	36.94	0.058	174.05
2025-01-26	UK	Web	Books	Card	4	22.62	0.033	87.47
2024-07-26	UK	Web	Clothing	Card	2	61.67	0.095	111.62
2025-02-20	UK	Web	Home	Card	5	67.71	0.056	319.63
2024-05-18	Spain	Mobile App	 Books 	Voucher	5	19.76	0.0	98.81
2025-02-13	Ireland	Web	 Clothing 	Card	3	71.76	0.052	204.03
2024-05-18	France	web	Home	PayPal	1	99.91	0.008	99.13
2024-10-03	Ireland	web	Books	 Card	2	25.11	0.065	46.96
2024-08-07	France	Web	Home	 Cash	1	57.11	0.039	54.9
2024-07-26	Spain	Web	Groceries	Card 	2	11.43	0.039	21.97
2024-05-15	Ireland	Store Kiosk	ELECTRONICS	PayPal	3	344.28	0.059	971.82
2024-10-25	Germany	Mobile App	Electronics	Card	3	285.5	0.0	856.49
2024-05-23	France	 Mobile App	Clothing	Voucher	2	38.71	0.0	77.43
2025-03-30	Ireland	 Web	books	Cash	4	22.22	0.0	88.89
2024-09-01	 Ireland	 Web 	Groceries	Cash 	4	17.91	0.0	71.64
2025-02-27	UK	 Store Kiosk 	Groceries	PayPal	5	18.55	0.03	89.94
2024-06-11	France	Mobile App	Books	Card	2	25.8	0.088	47.04
2024-06-11	Germany	Web	Home	 PayPal 	1	78.79	0.0	78.79
2024-05-01	UK	Web	Electronics	 Card 	2	299.8	0.039	576.03
2024-10-28	Ireland	Web	Clothing	Cash	5	59.06	0.004	294.17
2025-04-07	Germany	Web	Electronics	Card	3	363.21	0.004	1084.97
2024-07-04	france	WEB	Home	PayPal	2	82.78	0.049	157.45
2025-04-26	France	Mobile App	Books	Voucher	4	17.31	0.076	63.97
2024-09-19	Germany	Web	Home	Card	5	87.97	0.058	414.54
2024-06-05	Germany	Mobile App	Books	Cash	3	19.74	0.0	59.22
2024-08-27	Ireland 	Web	Electronics		5	290.49	0.0	1452.46
2024-06-11	ireland	Mobile App	Electronics	Card	3	369.05	0.097	1000.27
2024-07-03	 Ireland	Mobile App	Electronics	card	2	251.66	0.079	463.31
2024-05-19	 IRELAND	Mobile App	ELECTRONICS	PayPal	1	308.0	0.061	289.33
2024-10-20	UK	Mobile App	Home	PayPal	2	76.75	0.038	147.62
2025-04-10	UK	Mobile App	Groceries	Card	5	14.45	0.0	72.24
2024-07-10	Spain		Home	Card	2	61.92	0.0	123.84
2024-11-02	Ireland	WEB	Clothing	PayPal	3	47.66	0.024	139.54
2024-05-25	France	Web	Clothing	Card	5	66.82	0.0	334.11
2025-04-17	Ireland	Mobile App	Electronics		5	305.91	0.092	1388.75
2024-06-04	France	 Mobile App 	Electronics	Voucher	1	358.04	0.0	358.04
2025-02-20	France	Web	Electronics	Card	2	180.48	0.052	342.11
2024-05-08	Uk	Web	Clothing 	PayPal	3	37.99	0.0	113.97
2024-05-08	France	STORE KIOSK	Books	CARD	3	14.26	0.091	38.89
2024-05-14	Ireland	Web	Electronics	Card	3	353.13	0.0	1059.4
2024-08-28	IRELAND	Web	Home	Card	2	84.26	0.0	168.52
2025-04-10	Spain	Web	electronics	PayPal	5	335.9	0.08	1544.97
2024-11-08	 Ireland	Mobile App	Electronics	PayPal	1	382.94	0.044	366.14
2024-11-15	UK	Mobile App	Home	Card	2	71.93	0.028	139.84
2024-10-11	Germany	Web	 Groceries	Card	5	9.79	0.032	47.42
2025-01-09	France	Mobile App	 groceries 	Voucher	1	20.8	0.054	19.67
2024-11-01	Spain	Mobile App	Groceries	Card	3	12.06	0.0	36.17
2025-04-21	UK	 Web 	Electronics	cash	4	220.53	0.0	882.13
2024-05-01	UK	Web	Clothing	 Card	2	59.66	0.0	119.33
2024-07-04	Germany	 Web 	Books 	Card 	1	26.53	0.05	25.22
2025-01-04	Ireland	Web	Groceries	Card	4	14.65	0.022	57.29
2025-04-29	FRANCE	Web	Groceries	Card	5	11.89	0.047	56.64
2025-02-20	Ireland	Mobile App	Groceries	 PayPal	5	15.65	0.025	76.28
2024-10-04	 UK	Mobile App	Clothing	Card	5	44.01	0.08	202.46
2024-10-08	France	mobile app	 Groceries	Card	2	11.66	0.0	23.33
